696,16.5
697,12
698,16.5
699,14
700,11
701,14.5
702,13.5
703,14
704,10.5
705,14.5
706,12
707,12.5
708,12
709,16.5
710,14.5
711,10
712,10
713,13
714,15.5
715,12.5
716,13
717,14.5
718,12.5
719,14
720,10
721,11.5
722,9.5
723,13
724,12
725,14.5
726,13.5
727,15
728,12.5
729,12.5
730,14.5
731,14.5
732,14.5
733,10
734,14
735,11
736,10.5
737,11
738,12
739,8.5
740,14
741,8.5
742,12
743,10
744,13.5
745,11.5
746,13
747,12
748,12
749,11
750,11.5
751,11
752,10.5
753,15
754,10
755,13.5
756,13
757,12.5
758,12.5
759,8.5
760,14.5
761,13.5
762,13
763,10.5
764,11
765,14
766,14
767,13.5
768,14
769,11
770,12.5
771,13
772,8.5
773,6.5
774,10.5
775,11.5
776,8.5
777,8
778,12.5
779,6.5
780,9.5
781,11
782,10.5
783,13.5
784,10.5
785,13.5
786,10.5
787,13.5
788,10.5
789,9
790,10
791,13
792,13
793,10.5
794,10.5
795,10
796,13
797,9
798,8.5
799,11
800,8.5
801,4.2
802,5.5
803,12.5
804,11.5
805,13
806,7
807,7.5
808,9.5
809,13.5
810,11.5
811,4.2
812,2.4
813,700
814,5
815,10.5
816,14
817,4.5
818,13
819,7.5
820,8
821,14
822,10.5
823,9
824,10.5
825,7
826,11
827,15
828,12
829,6.5
830,8
831,12.5
832,14
833,13.5
834,8.5
835,10
836,13.5
837,10.5
838,10
839,1.4
840,8.5
841,10
842,7
843,14
844,1.4
845,7.5
846,9
847,6
848,10
849,8
850,4.8
851,7.5
852,10
853,700
854,10.5
855,10
856,12.5
857,14.5
858,13.5
859,14
860,8
861,11
862,11.5
863,10
864,10.5
865,12.5
866,10
867,4.8
868,13
869,14.5
870,4
871,14
872,11
873,8
874,12.5
875,10.5
876,12.5
877,9
878,13.5
879,1.4
880,10
881,8.5
882,10
883,8
884,10
885,10
886,16.5
887,9
888,9
889,9
890,10.5
891,9.5
892,4
893,9
894,7.5
895,10
896,10
897,6.5
898,12.5
899,12.5
900,10.5
901,7.5
902,14
903,10.5
904,14.5
905,7.5
906,8
907,10
908,9.5
909,6.5
910,9.5
911,8
912,9.5
913,9.5
914,12.5
915,9
916,14
917,5.5
918,10
919,11.5
920,11
921,5
922,13
923,12
924,10
925,
926,12.5
927,7
928,7
929,10.5
930,8.5
931,10.5
932,11
933,11.5
934,10
935,5
936,5
937,5.5
938,7
939,9
940,11.5
941,2.7
942,8
943,10
944,
945,6
946,9
947,9
948,1.2
949,7.5
950,10.5
951,1.2
952,13
953,13
954,8.5
955,1.2
956,3.9
957,8
958,11
959,9
960,4.5
961,6
962,10.5
963,6
964,9
965,7
966,12
967,11
968,7.5
969,6.5
970,8
971,6.5
972,6.5
973,9
974,9.5
975,12
976,8.5
977,7.5
978,9
979,11.5
980,12
981,9.5
982,7
983,8
984,10.5
985,9
986,2.1
987,9
988,5.5
989,7
990,3.4
991,12
992,9
993,10
994,8.5
995,8
996,3.4
997,10.5
998,13
999,7
1000,14
1001,6.5
1002,5.5
1003,10.5
1004,8.5
1005,8.5
1006,8.5
1007,11
1008,6
1009,11
1010,5.5
1011,14
1012,12
1013,1.2
1014,8
1015,4.5
1016,8.5
1017,10.5
1018,6.5
1019,
1020,11.5
1021,10
1022,12
1023,4.7
1024,12
1025,9
1026,8
1027,4.3
1028,7
1029,12
1030,8.5
1031,3.6
1032,9.5
1033,11
1034,7
1035,8
1036,2.1
1037,6
1038,10
1039,9.5
1040,5
1041,6
1042,9.5
1043,11
1044,7
1045,4.3
1046,9.5
1047,3.4
1048,2.1
1049,8.5
1050,11
1051,9
1052,3.6
1053,12
1054,7.5
1055,7
1056,11
1057,12
1058,10.5
1059,600
1060,11.5
1061,9
1062,10
1063,600
1064,7.5
1065,10.5
1066,4.5
1067,11.5
1068,10
1069,10
1070,10.5
1071,10
1072,12
1073,5.5
1074,11.5
1075,9.5
1076,3.6
1077,2.7
1078,5.5
1079,11.5
1080,11
1081,13.5
1082,10
1083,8.5
1084,9
1085,11
1086,10
1087,7
1088,4.9
1089,12.5
1090,8.5
1091,11.5
1092,9
1093,2.1
1094,3.6
1095,10
1096,11.5
1097,13.5
1098,10.5
1099,10
1100,8
1101,9.5
1102,9.5
1103,1.2
1104,11.5
1105,8.5
1106,10
1107,10.5
1108,10
1109,9
1110,11.5
1111,14
1112,10.5
1113,9
1114,2.1
1115,13
1116,6
1117,9.5
1118,6.5
1119,6.5
1120,10
1121,8.5
1122,8.5
1123,6
1124,6
1125,9
1126,9.5
1127,10.5
1128,6.5
1129,11
1130,8.5
1131,6.5
1132,9.5
1133,8.5
1134,6.5
1135,7
1136,9.5
1137,10.5
1138,10
1139,3.6
1140,10
1141,12
1142,5
1143,8.5
1144,7
1145,9
1146,8.5
1147,5.5
1148,8.5
1149,5.5
1150,8.5
1151,8
1152,5
1153,11.5
1154,10
1155,13.5
1156,13.5
1157,6.5
1158,10.5
1159,8
1160,12.5
1161,10.5
1162,14
1163,9
1164,9
1165,6
1166,9
1167,7
1168,9
1169,9.5
1170,9.5
1171,9
1172,10.5
1173,12.5
1174,6.5
1175,12
1176,6.5
1177,11
1178,8
1179,9
1180,10
1181,7
1182,5.5
1183,10.5
1184,6.5
1185,9.5
1186,10
1187,9
1188,12
1189,8.5
1190,12
1191,6
1192,5.5
1193,12
1194,11.5
1195,10
1196,8.5
1197,10
1198,6
1199,9.5
1200,9.5
1201,5
1202,7
1203,11.5
1204,10.5
1205,7.5
1206,6
1207,8
1208,14.5
1209,12
1210,9
1211,8.5
1212,9
1213,11.5
1214,10.5
1215,10.5
1216,9
1217,7.5
1218,10.5
1219,7.5
1220,7.5
1221,7.5
1222,8
1223,10.5
1224,9.5
1225,5.5
1226,8
1227,2.3
1228,5.5
1229,11
1230,5.5
1231,5
1232,9
1233,10
1234,10
1235,1.8
1236,6
1237,12
1238,2.3
1239,2.3
1240,7
1241,7.5
1242,10
1243,9
1244,7.5
1245,12.5
1246,8
1247,9
1248,12.5
1249,4.8
1250,9
1251,8
1252,3
1253,6.5
1254,8
1255,4.5
1256,12
1257,9.5
1258,6
1259,5
1260,9
1261,6
1262,7.5
1263,6
1264,7.5
1265,6.5
1266,11.5
1267,5.5
1268,7.5
1269,9
1270,7.5
1271,10.5
1272,8
1273,
1274,9.5
1275,4.8
1276,1.8
1277,6
1278,5.5
1279,11
1280,8.5
1281,5
1282,7
1283,5
1284,11
1285,7.5
1286,6
1287,7.5
1288,7
1289,8
1290,3.1
1291,4.3
1292,5
1293,9.5
1294,1.8
1295,7
1296,7
1297,8.5
1298,2.6
1299,9.5
1300,7.5
1301,9
1302,10.5
1303,5
1304,3.9
1305,5
1306,7.5
1307,7
1308,7.5
1309,11
1310,8.5
1311,8
1312,8.5
1313,9.5
1314,11.5
1315,6
1316,7
1317,10
1318,10
1319,3
1320,8
1321,3
1322,5
1323,9
1324,5
1325,4.7
1326,6
1327,4.4
1328,7
1329,10
1330,10.5
1331,7.5
1332,7.5
1333,6
1334,11
1335,10.5
1336,6.5
1337,6.5
1338,12
1339,7
1340,8.5
1341,4.8
1342,3.1
1343,6
1344,8.5
1345,9
1346,10
1347,7.5
1348,4.7
1349,5.5
1350,7.5
1351,
1352,8.5
1353,7
1354,12
1355,5.5
1356,9
1357,6
1358,7.5
1359,10.5
1360,10
1361,3.1
1362,6.5
1363,7
1364,7
1365,3.1
1366,4.4
1367,3.1
1368,9
1369,6
1370,7.5
1371,10.5
1372,3.1
1373,1.8
1374,4.9
1375,9
1376,7.5
1377,6
1378,8
1379,5
1380,7.5
1381,10.5
1382,8
1383,9
1384,9
1385,10.5
1386,10.5
1387,12
1388,4.4
1389,10
1390,6
1391,3.7
1392,5
1393,11
1394,6
1395,9.5
1396,8
1397,7
1398,4.7
1399,10
1400,9
1401,4.9
1402,
1403,6
1404,10
1405,6
1406,6
1407,10
1408,525
1409,10
1410,8.5
1411,3.9
1412,11
1413,11.5
1414,7.5
1415,5
1416,6
1417,8.5
1418,7
1419,6
1420,6
1421,7.5
1422,10.5
1423,9.5
1424,5.5
1425,9
1426,8
1427,6
1428,4.4
1429,7.5
1430,10.5
1431,9
1432,6
1433,8
1434,8
1435,10.5
1436,11.5
1437,9.5
1438,11
1439,6
1440,7.5
1441,6
1442,8.5
1443,8
1444,12.5
1445,5.5
1446,7.5
1447,14
1448,6.5
1449,9
1450,10.5
1451,12
1452,6
1453,6
1454,8.5
1455,9.5
1456,7.5
1457,7.5
1458,6
1459,9.5
1460,10
1461,5.5
1462,6.5
1463,3.1
1464,5.5
1465,4.4
1466,4.8
1467,7
1468,5
1469,7.5
1470,6
1471,5.5
1472,12
1473,6
1474,6
1475,10.5
1476,5.5
1477,10
1478,5
1479,7.5
1480,11
1481,7
1482,8.5
1483,6
1484,11.5
1485,11.5
1486,8.5
1487,8.5
1488,6
1489,5
1490,11
1491,9.5
1492,7.5
1493,5
1494,7.5
1495,9
1496,8.5
1497,8
1498,6
1499,10
1500,10
1501,2.3
1502,6
1503,7
1504,9.5
1505,8
1506,8
1507,10.5
1508,7.5
1509,12
1510,4.7
1511,5.5
1512,6
1513,4.4
1514,6
1515,11.5
1516,2.3
1517,8.5
1518,6
1519,9
1520,11.5
1521,6
1522,7
1523,6
1524,4.5
1525,9
1526,11.5
1527,3.1
1528,9
1529,6.5
1530,8
1531,6
1532,9
1533,12.5
1534,525
1535,7.5
1536,10.5
1537,1
1538,6
1539,6
1540,11
1541,10.5
1542,4.7
1543,5.5
1544,7.5
1545,8.5
1546,5.5
1547,7.5
1548,7.5
1549,
1550,8.5
1551,9
1552,7
1553,3.1
1554,6
1555,11.5
1556,10.5
1557,8.5
1558,7
1559,6
1560,9.5
1561,12.5
1562,6
1563,7
1564,5.5
1565,9.5
1566,8.5
1567,4.4
1568,6
1569,8
1570,7
1571,8
1572,9
1573,7
1574,9
1575,5
1576,1
1577,7.5
1578,9
1579,6.5
1580,9
1581,5
1582,8
1583,8.5
1584,4.7
1585,9
1586,9.5
1587,3.8
1588,11
1589,7
1590,6.5
1591,6.5
1592,6.5
1593,5.5
1594,9
1595,4.9
1596,4.5
1597,
1598,3.4
1599,7
1600,5.5
1601,6.5
1602,7.5
1603,4.5
1604,5
1605,6.5
1606,9
1607,5.5
1608,6
1609,5.5
1610,3.4
1611,5
1612,6
1613,2.4
1614,6
1615,8
1616,8
1617,4.5
1618,8
1619,7.5
1620,7
1621,3.4
1622,7
1623,6
1624,6.5
1625,9.5
1626,2.7
1627,8
1628,7.5
1629,6.5
1630,5
1631,7
1632,6
1633,11.5
1634,6
1635,8.5
1636,9
1637,5.5
1638,5
1639,2.7
1640,8.5
1641,5.5
1642,6
1643,6.5
1644,2.7
1645,8.5
1646,5
1647,8
1648,6.5
1649,6
1650,7
1651,5.5
1652,5.5
1653,8.5
1654,8
1655,8.5
1656,8
1657,6.5
1658,10.5
1659,8
1660,5
1661,8
1662,10
1663,6
1664,10
1665,4.8
1666,8
1667,2.6
1668,8
1669,4.9
1670,1.6
1671,7.5
1672,3.8
1673,2.7
1674,5
1675,7.5
1676,3.7
1677,2
1678,3.8
1679,6
1680,8.5
1681,6
1682,5.5
1683,5
1684,5
1685,4.4
1686,7
1687,7
1688,450
1689,7.5
1690,4.8
1691,8
1692,11
1693,10
1694,6
1695,5.5
1696,8
1697,8.5
1698,9.5
1699,6.5
1700,3.1
1701,7
1702,8
1703,7.5
1704,6.5
1705,7
1706,10
1707,8.5
1708,8.5
1709,7.5
1710,7.5
1711,7.5
1712,7
1713,6
1714,6.5
1715,5.5
1716,7.5
1717,6.5
1718,9
1719,9
1720,9
1721,8
1722,7.5
1723,3.8
1724,7
1725,7
1726,4.4
1727,8.5
1728,8
1729,10
1730,7
1731,9
1732,6.5
1733,7
1734,9.5
1735,8
1736,5
1737,3.9
1738,775
1739,5
1740,9
1741,5
1742,9
1743,6
1744,8.5
1745,7
1746,6.5
1747,6.5
1748,7
1749,8.5
1750,5
1751,8.5
1752,4.5
1753,4.9
1754,6.5
1755,6.5
1756,4.5
1757,9
1758,9.5
1759,9.5
1760,7
1761,7
1762,8
1763,8
1764,7
1765,8.5
1766,8
1767,4.3
1768,10
1769,7
1770,6.5
1771,2.7
1772,6.5
1773,5.5
1774,7.5
1775,4.9
1776,8.5
1777,6
1778,8
1779,7
1780,8.5
1781,5.5
1782,8
1783,7
1784,6.5
1785,5
1786,7.5
1787,7
1788,7.5
1789,6.5
1790,6
1791,8
1792,7
1793,3.8
1794,6.5
1795,10
1796,5.5
1797,5.5
1798,6.5
1799,8.5
1800,7
1801,8
1802,
1803,3.9
1804,9
1805,4.5
1806,6.5
1807,8
1808,6.5
1809,7
1810,4.9
1811,6
1812,5
1813,8.5
1814,6.5
1815,4.8
1816,6
1817,7
1818,2
1819,
1820,2.7
1821,5
1822,4.8
1823,3.9
1824,7
1825,7
1826,
1827,7.5
1828,8.5
1829,6.5
1830,7.5
1831,6.5
1832,8.5
1833,11
1834,2
1835,5.5
1836,5.5
1837,900
1838,7
1839,6.5
1840,3.8
1841,4.5
1842,8
1843,5.5
1844,6.5
1845,8
1846,5
1847,9
1848,7.5
1849,7.5
1850,900
1851,7.5
1852,4
1853,6
1854,8
1855,3.4
1856,7.5
1857,2.7
1858,9
1859,5
1860,6.5
1861,900
1862,6
1863,9
1864,6.5
1865,6.5
1866,6.5
1867,7.5
1868,7
1869,3.4
1870,7
1871,5.5
1872,9.5
1873,6
1874,8
1875,7
1876,7.5
1877,8.5
1878,5
1879,9
1880,7
1881,9
1882,5
1883,4.8
1884,8
1885,7
1886,4.9
1887,8.5
1888,
1889,5.5
1890,8.5
1891,5.5
1892,3.1
1893,6.5
1894,2.6
1895,8
1896,4.4
1897,4.8
1898,5.5
1899,
1900,6.5
1901,5.5
1902,6
1903,5.5
1904,6
1905,7
1906,6.5
1907,2.7
1908,5
1909,7
1910,3.4
1911,7.5
1912,2
1913,10
1914,8
1915,5
1916,5.5
1917,5
1918,11.5
1919,9.5
1920,4.9
1921,9.5
1922,6
1923,9.5
1924,7
1925,8
1926,7.5
1927,10.5
1928,6
1929,7
1930,1.4
1931,8.5
1932,8
1933,9.5
1934,5
1935,4
1936,6.5
1937,9.5
1938,6.5
1939,4.2
1940,7.5
1941,900
1942,6.5
1943,5.5
1944,4.4
1945,9
1946,8
1947,5
1948,7.5
1949,6
1950,6
1951,5
1952,4.9
1953,6
1954,7
1955,10.5
1956,9
1957,2.7
1958,4.3
1959,7
1960,10.5
1961,4.9
1962,7
1963,6
1964,6
1965,9.5
1966,6.5
1967,11
1968,5
1969,10
1970,6
1971,7
1972,6.5
1973,9
1974,4.8
1975,8.5
1976,8
1977,6.5
1978,5
1979,6
1980,8
1981,3.8
1982,6
1983,10
1984,8
1985,6.5
1986,2.6
1987,6
1988,9
1989,9
1990,6.5
1991,5.5
1992,8.5
1993,7
1994,5
1995,9.5
1996,7
1997,7.5
1998,3.8
1999,9
2000,
2001,8.5
2002,6.5
2003,5.5
2004,6
2005,4
2006,2.7
2007,4.4
2008,4.5
2009,4.9
2010,8
2011,2.2
2012,8.5
2013,5
2014,3.4
2015,9
2016,5
2017,5
2018,7
2019,7
2020,8.5
2021,5
2022,6
2023,6
2024,8
2025,9.5
2026,4.5
2027,4.9
2028,6.5
2029,5.5
2030,4
2031,6.5
2032,5
2033,6.5
2034,7
2035,9
2036,10.5
2037,6
2038,10
2039,5
2040,4.5
2041,2.3
2042,4.4
2043,7.5
2044,6.5
2045,6.5
2046,2.3
2047,3.6
2048,7.5
2049,6.5
2050,7.5
2051,7.5
2052,3.2
2053,6.5
2054,3.8
2055,5.5
2056,6.5
2057,375
2058,7
2059,6
2060,6
2061,4.2
2062,5
2063,2.8
2064,5.5
2065,8
2066,5.5
2067,3.8
2068,4.6
2069,4
2070,4.4
2071,5
2072,3.8
2073,7
2074,6
2075,7
2076,3.8
2077,3.7
2078,7
2079,1.2
2080,5
2081,5.5
2082,5
2083,8.5
2084,5
2085,4.2
2086,4.4
2087,6
2088,5.5
2089,5
2090,
2091,4.9
2092,6.5
2093,4.9
2094,5.5
2095,5.5
2096,5.5
2097,6.5
2098,8
2099,7.5
2100,4.4
2101,9
2102,8.5
2103,7.5
2104,7.5
2105,7
2106,4.3
2107,3.4
2108,6.5
2109,6.5
2110,5.5
2111,3.5
2112,4.9
2113,6.5
2114,3.8
2115,5
2116,6
2117,6.5
2118,8
2119,4.9
2120,6
2121,10
2122,5.5
2123,7.5
2124,6.5
2125,4.2
2126,6.5
2127,7
2128,6
2129,4.3
2130,7.5
2131,3.2
2132,8
2133,7
2134,2.3
2135,6.5
2136,1.7
2137,4.1
2138,5
2139,8
2140,6
2141,9
2142,4.1
2143,6
2144,8
2145,8
2146,5.5
2147,7
2148,4.5
2149,4.2
2150,4.3
2151,6.5
2152,3.5
2153,5.5
2154,5.5
2155,5.5
2156,4.4
2157,7
2158,4.6
2159,7.5
2160,2
2161,4.3
2162,4.9
2163,5
2164,2.3
2165,2.8
2166,4.6
2167,7
2168,6.5
2169,5
2170,9.5
2171,5.5
2172,2.3
2173,2.3
2174,8
2175,4.4
2176,5
2177,5.5
2178,6
2179,3.4
2180,5.5
2181,4.3
2182,8
2183,7.5
2184,5.5
2185,7.5
2186,3.4
2187,4.3
2188,7
2189,4.7
2190,5.5
2191,6
2192,2.3
2193,5
2194,4.7
2195,6.5
2196,4.2
2197,5.5
2198,6
2199,5.5
2200,4.8
2201,6
2202,7
2203,7
2204,7
2205,6
2206,5
2207,5.5
2208,3.8
2209,6.5
2210,4.9
2211,3.2
2212,5.5
2213,6
2214,8
2215,6
2216,4.2
2217,5.5
2218,4.4
2219,6
2220,5.5
2221,7
2222,4.8
2223,4.5
2224,
2225,5.5
2226,8.5
2227,3.2
2228,2.8
2229,6.5
2230,1.6
2231,6
2232,5
2233,3.4
2234,6.5
2235,3.4
2236,2.2
2237,1.3
2238,4.9
2239,4.6
2240,7
2241,
2242,7.5
2243,7
2244,4.9
2245,3.4
2246,
2247,6.5
2248,3.4
2249,8.5
2250,4.9
2251,5.5
2252,1.3
2253,7
2254,4.3
2255,7.5
2256,7.5
2257,8.5
2258,6.5
2259,4.4
2260,10.5
2261,7
2262,3.4
2263,7.5
2264,3.2
2265,3.8
2266,5
2267,2.3
2268,6
2269,3.7
2270,4.3
2271,4.4
2272,3.8
2273,6.5
2274,4.6
2275,5.5
2276,6
2277,5.5
2278,6
2279,6
2280,3.6
2281,
2282,6.5
2283,9.5
2284,4.4
2285,5
2286,6.5
2287,750
2288,6
2289,7.5
2290,1.3
2291,5.5
2292,4.6
2293,4.4
2294,6.5
2295,5.5
2296,5.5
2297,5
2298,4.3
2299,3.4
2300,6.5
2301,6
2302,6.5
2303,5
2304,3.4
2305,5
2306,5.5
2307,6.5
2308,5.5
2309,4.2
2310,4.2
2311,5.5
2312,6.5
2313,7.5
2314,6
2315,3.4
2316,6.5
2317,8.5
2318,6.5
2319,4.4
2320,8
2321,5
2322,5
2323,4.2
2324,6
2325,5.5
2326,8.5
2327,6
2328,2.3
2329,4.3
2330,7
2331,6.5
2332,8
2333,7
2334,6.5
2335,3.8
2336,7
2337,2.8
2338,8
2339,5.5
2340,5.5
2341,7
2342,5
2343,8.5
2344,5
2345,5
2346,3.4
2347,3.4
2348,3.4
2349,7.5
2350,
2351,6.5
2352,7.5
2353,9.5
2354,7.5
2355,6.5
2356,4.6
2357,4.9
2358,4.6
2359,3.4
2360,5.5
2361,7
2362,4.4
2363,5.5
2364,5
2365,8.5
2366,6
2367,6.5
2368,6.5
2369,4.6
2370,6
2371,1.7
2372,6.5
2373,4.1
2374,6
2375,6
2376,4.7
2377,7.5
2378,5.5
2379,7
2380,4.6
2381,3
2382,5.5
2383,6
2384,6
2385,5.5
2386,7.5
2387,4.4
2388,5.5
2389,5.5
2390,6
2391,9.5
2392,6.5
2393,7
2394,7.5
2395,6
2396,6
2397,8.5
2398,3.3
2399,7
2400,5.5
2401,4.5
2402,7
2403,4.8
2404,7
2405,5.5
2406,8.5
2407,5.5
2408,6
2409,11
2410,5.5
2411,2.2
2412,6.5
2413,6.5
2414,9
2415,4.4
2416,6.5
2417,6.5
2418,3.2
2419,6
2420,7.5
2421,4.5
2422,7
2423,4.3
2424,
2425,5.5
2426,5.5
2427,4.4
2428,4.6
2429,5.5
2430,4.3
2431,8
2432,8.5
2433,6.5
2434,5.5
2435,5.5
2436,5.5
2437,7
2438,6
2439,4.4
2440,3.8
2441,4.6
2442,7.5
2443,4.3
2444,4.4
2445,4.1
2446,5.5
2447,4.4
2448,3.8
2449,5.5
2450,4.5
2451,6.5
2452,4.1
2453,10
2454,7
2455,5
2456,1.9
2457,3.2
2458,4.9
2459,6
2460,4.1
2461,5.5
2462,4
2463,5.5
2464,2.3
2465,6.5
2466,6
2467,7
2468,8
2469,4.1
2470,6
2471,6
2472,4.9
2473,8.5
2474,7
2475,3.4
2476,5.5
2477,1.9
2478,2.7
2479,2.3
2480,4.3
2481,3.4
